view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit,reported_path
151,3,1363562723,  北京 朝阳区,2016-06-04 19:14:41,https://weibo.cn/comment/DyI1WFfk3,['正常'],https://weibo.cn/u/1363562723
103,1,5219111916,  其他,2016-06-04 11:18:57,https://weibo.cn/comment/DyEUQuKkW,['正常'],https://weibo.cn/u/5219111916
102,1,1968385347,  河南 郑州,2016-06-04 09:24:43,https://weibo.cn/comment/DyEaujy1d,['正常'],https://weibo.cn/u/1968385347
104,1,2429966247,  河南 郑州,2016-06-04 17:11:26,https://weibo.cn/comment/DyHdVaNFU,['正常'],https://weibo.cn/u/2429966247
104,1,3983543923,  安徽 滁州,None,nn,['正常'],https://weibo.cn/u/3983543923
103,1,2276775992,  江苏 苏州,2016-06-04 22:02:18,https://weibo.cn/comment/DyJ7ZoDFd,['正常'],https://weibo.cn/u/2276775992
103,1,5106838326,  安徽 蚌埠,2016-06-04 22:11:46,https://weibo.cn/comment/DyJbPhZZK,['正常'],https://weibo.cn/u/5106838326
110,1,1804667627,  浙江 宁波,2016-06-04 19:05:47,https://weibo.cn/comment/DyHYl3cN3,['正常'],https://weibo.cn/u/1804667627
107,1,2926186341,  湖北,None,nn,['正常'],https://weibo.cn/u/2926186341
101,2,1306240394,  北京 海淀区,2016-06-04 19:06:53,https://weibo.cn/comment/DyHYMsadC,['正常'],https://weibo.cn/u/1306240394
104,1,5411909915,  广东 广州,2016-06-04 22:19:12,https://weibo.cn/comment/DyJeQmAtU,['正常'],https://weibo.cn/u/5411909915
102,1,1763014622,  四川,2016-06-04 22:14:13,https://weibo.cn/comment/DyJcPofC3,['正常'],https://weibo.cn/u/1763014622
100,1,2157539887,  湖北 荆州,2016-06-04 16:06:37,https://weibo.cn/comment/DyGNC5F8C,['正常'],https://weibo.cn/u/2157539887
104,1,5052247115,  河北 石家庄,2016-06-04 18:56:01,https://weibo.cn/comment/DyHUnaZPy,['正常'],https://weibo.cn/u/5052247115
101,1,5322240026,  辽宁 大连,2016-06-04 22:22:13,https://weibo.cn/comment/DyJg3DFqb,['正常'],https://weibo.cn/u/5322240026
105,1,1911971890,  上海 闸北区,2016-06-04 16:09:49,https://weibo.cn/comment/DyGOUqurW,['正常'],https://weibo.cn/u/1911971890
104,1,2934317607,  安徽 芜湖,2016-06-04 11:38:56,https://weibo.cn/comment/DyF2Xsz5o,['正常'],https://weibo.cn/u/2934317607
103,1,3180473491,  贵州 贵阳,None,nn,['正常'],https://weibo.cn/u/3180473491
105,1,2402730807,  山东 烟台,2016-06-04 13:33:41,https://weibo.cn/comment/DyFNxjCfL,['正常'],https://weibo.cn/u/2402730807
102,1,2910418315,  江西 南昌,2016-06-04 12:32:26,https://weibo.cn/comment/DyFoG19TI,['正常'],https://weibo.cn/u/2910418315
