view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit,reported_path
1999,1,6394313890,  海外 日本,2018-06-06 22:42:58,https://weibo.cn/comment/Gk9R0gPiv,['正常'],https://weibo.cn/u/6394313890
181,3,3591203785,  河北 沧州,None,nn,['正常'],https://weibo.cn/u/3591203785
86,1,6368453064,  北京,2018-06-05 21:43:21,https://weibo.cn/comment/Gk02jaCmA,['正常'],https://weibo.cn/u/6368453064
88,1,1786059404,  浙江,None,nn,['中'],https://weibo.cn/u/1786059404
99,1,6514546910,  辽宁,2018-05-16 20:18:27,https://weibo.cn/comment/GgWVUDKj1,['中'],https://weibo.cn/u/6514546910
80,1,6391277534,  上海,2018-06-06 15:02:56,https://weibo.cn/comment/Gk6Qh8nWH,['中'],https://weibo.cn/u/6391277534
99,1,6506212983,  河北,2018-05-24 22:59:03,https://weibo.cn/comment/Gibp4BDzc,['中'],https://weibo.cn/u/6506212983
88,1,1677103071,  北京,2018-06-06 18:21:56,https://weibo.cn/comment/Gk893srZl,['中'],https://weibo.cn/u/1677103071
131,1,5629547432,  辽宁,2018-06-05 10:36:46,https://weibo.cn/comment/GjVFJt9xj,['中'],https://weibo.cn/u/5629547432
100,1,2429457197,  河南,2018-06-06 23:56:01,https://weibo.cn/comment/GkakF79Od,['中'],https://weibo.cn/u/2429457197
103,1,5600388969,  香港,2018-06-03 19:33:02,https://weibo.cn/comment/GjGkqaxgu,['中'],https://weibo.cn/u/5600388969
590,4,6563427733,  海外,2018-05-31 15:56:35,https://weibo.cn/comment/GjcD56sMV,['中'],https://weibo.cn/u/6563427733
108,1,1173322733,  江苏,2018-06-05 19:53:22,https://weibo.cn/comment/GjZjFjCGv,['中'],https://weibo.cn/u/1173322733
183,1,2559715975,  江苏,2018-06-06 12:24:58,https://weibo.cn/comment/Gk5O9hPHG,['中'],https://weibo.cn/u/2559715975
142,2,5603109228,  北京,2018-06-08 10:19:41,https://weibo.cn/comment/GknQi68ET,['中'],https://weibo.cn/u/5603109228
157,4,5760833663,  新疆,2018-06-06 23:29:38,https://weibo.cn/comment/Gka9WwEWS,['中'],https://weibo.cn/u/5760833663
110,1,3591855525,  陕西,2018-06-01 14:41:42,https://weibo.cn/comment/GjlzbgDYK,['中'],https://weibo.cn/u/3591855525
264,5,2972120213,  福建,2018-06-03 10:01:27,https://weibo.cn/comment/GjCApwVlm,['中'],https://weibo.cn/u/2972120213
95,2,6466261636,  四川,2018-06-10 08:33:18,https://weibo.cn/comment/GkG070akQ,['中'],https://weibo.cn/u/6466261636
124,1,2197546765,  辽宁,2018-06-10 10:50:37,https://weibo.cn/comment/GkGTR17vh,['中'],https://weibo.cn/u/2197546765
