view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit,reported_path
111,1,5597632049,  江西,None,nn,['正常'],https://weibo.cn/u/5597632049
112,1,6238625573,  吉林,2017-05-07 09:42:34,https://weibo.cn/comment/F1YoqvcEA,['中'],https://weibo.cn/u/6238625573
110,1,1733320225,  河北,2017-05-12 21:00:14,https://weibo.cn/comment/F2NXY7RDf,['正常'],https://weibo.cn/u/1733320225
108,1,5663965155,  福建 莆田,None,nn,['正常'],https://weibo.cn/u/5663965155
166,2,1915729423,  天津 和平区,2017-05-17 16:14:08,https://weibo.cn/comment/F3xek8aE7,['中'],https://weibo.cn/u/1915729423
109,2,1884565260,  上海,2017-05-16 22:46:18,https://weibo.cn/comment/F3qn0rSgR,['正常'],https://weibo.cn/u/1884565260
112,3,6043040682,  安徽 蚌埠,2017-05-16 22:45:11,https://weibo.cn/comment/F3qmyp29S,['正常'],https://weibo.cn/u/6043040682
114,2,2556518223,  其他,None,nn,['正常'],https://weibo.cn/u/2556518223
114,2,3221302360,  山东 青岛,2017-05-17 16:19:13,https://weibo.cn/comment/F3xgopj86,['中'],https://weibo.cn/u/3221302360
116,1,3637001421,  海外,2017-05-13 10:00:36,https://weibo.cn/comment/F2T4IzAxn,['正常'],https://weibo.cn/u/3637001421
115,1,5778681076,  福建 福州,2017-05-17 09:51:54,https://weibo.cn/comment/F3uJaFHQ6,['正常'],https://weibo.cn/u/5778681076
118,1,5204702666,  海外 美国,None,nn,['中'],https://weibo.cn/u/5204702666
111,1,2345356912,  甘肃,None,nn,['中'],https://weibo.cn/u/2345356912
116,1,1929276573,  北京,None,nn,['正常'],https://weibo.cn/u/1929276573
111,1,3171180425,  广东,None,nn,['正常'],https://weibo.cn/u/3171180425
110,1,5603208261,  广东,2017-05-18 11:56:35,https://weibo.cn/comment/F3EYho0lJ,['正常'],https://weibo.cn/u/5603208261
112,1,3043854941,  北京,2017-05-18 11:27:11,https://weibo.cn/comment/F3EMlsT4m,['正常'],https://weibo.cn/u/3043854941
140,1,2781955084,  广东,None,nn,['正常'],https://weibo.cn/u/2781955084
109,1,6215331686,  其他,2017-05-16 22:02:23,https://weibo.cn/comment/F3q5bBvE4,['中'],https://weibo.cn/u/6215331686
107,1,5560074631,  上海,2017-05-17 10:22:44,https://weibo.cn/comment/F3uVGDVHh,['正常'],https://weibo.cn/u/5560074631
