view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit,reported_path
133,1,6298245933,  吉林 通化,None,nn,['中'],https://weibo.cn/u/6298245933
105,1,3912046324,  北京 朝阳区,None,nn,['中'],https://weibo.cn/u/3912046324
105,1,3912046324,  北京 朝阳区,None,nn,['中'],https://weibo.cn/u/3912046324
111,1,3912046324,  北京 朝阳区,None,nn,['中'],https://weibo.cn/u/3912046324
107,1,3912046324,  北京 朝阳区,None,nn,['中'],https://weibo.cn/u/3912046324
103,1,3912046324,  北京 朝阳区,None,nn,['中'],https://weibo.cn/u/3912046324
105,1,3912046324,  北京 朝阳区,None,nn,['中'],https://weibo.cn/u/3912046324
109,1,3912046324,  北京 朝阳区,None,nn,['中'],https://weibo.cn/u/3912046324
109,1,3912046324,  北京 朝阳区,None,nn,['中'],https://weibo.cn/u/3912046324
108,1,3912046324,  北京 朝阳区,None,nn,['中'],https://weibo.cn/u/3912046324
107,1,3912046324,  北京 朝阳区,None,nn,['中'],https://weibo.cn/u/3912046324
124,1,3912046324,  北京 朝阳区,None,nn,['中'],https://weibo.cn/u/3912046324
109,1,2144421024,  其他,2017-05-05 22:52:22,https://weibo.cn/comment/F1KI0uy1r,['中'],https://weibo.cn/u/2144421024
176,3,1033535002,  广东,2017-07-10 20:00:27,https://weibo.cn/comment/FbLN04b89,['正常'],https://weibo.cn/u/1033535002
108,1,6142927177,  其他,2017-05-03 19:18:54,https://weibo.cn/comment/F1qsn0Uhg,['中'],https://weibo.cn/u/6142927177
112,1,5261477242,  北京,2017-05-11 18:53:43,https://weibo.cn/comment/F2DI7EQep,['正常'],https://weibo.cn/u/5261477242
112,1,2213394285,  上海,None,nn,['正常'],https://weibo.cn/u/2213394285
129,1,6018255705,  北京 大兴区,2017-05-05 13:05:20,https://weibo.cn/comment/F1GRJjODf,['正常'],https://weibo.cn/u/6018255705
117,1,6036125969,  北京 通州区,2017-05-16 08:31:01,https://weibo.cn/comment/F3kLQu7AW,['正常'],https://weibo.cn/u/6036125969
123,1,6036125969,  北京 通州区,2017-05-16 08:39:22,https://weibo.cn/comment/F3kPeCkII,['正常'],https://weibo.cn/u/6036125969
