view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit,reported_path
106,1,1973930733,  陕西 榆林,2016-04-22 18:07:50,https://weibo.cn/comment/Dsadsy5ed,['正常'],https://weibo.cn/u/1973930733
106,1,5226104399,  广东 广州,2016-03-21 00:01:44,https://weibo.cn/comment/DnbqJ1yWs,['正常'],https://weibo.cn/u/5226104399
106,1,5846220036,  河北 邢台,2016-04-21 23:02:00,https://weibo.cn/comment/Ds2ImFdef,['正常'],https://weibo.cn/u/5846220036
105,1,3285209865,  其他,2016-03-06 21:21:24,https://weibo.cn/comment/Dl2oHoWgK,['正常'],https://weibo.cn/u/3285209865
106,1,3285209865,  其他,2016-03-06 21:43:35,https://weibo.cn/comment/Dl2xHAvAQ,['正常'],https://weibo.cn/u/3285209865
107,1,5316818254,  辽宁,2016-03-06 23:15:41,https://weibo.cn/comment/Dl3954Zvd,['正常'],https://weibo.cn/u/5316818254
116,1,3156927874,  甘肃 兰州,2016-04-23 02:15:42,https://weibo.cn/comment/DsdpuhFCN,['正常'],https://weibo.cn/u/3156927874
107,1,5722890316,  山西 太原,2016-03-07 23:31:19,https://weibo.cn/comment/DlcFVfeKR,['正常'],https://weibo.cn/u/5722890316
116,1,3973334285,  上海 浦东新区,2016-04-23 07:46:42,https://weibo.cn/comment/DsfzQexC3,['正常'],https://weibo.cn/u/3973334285
141,1,5789058092,  其他,None,nn,['正常'],https://weibo.cn/u/5789058092
116,1,2620050602,  河北 衡水,2016-04-23 09:03:18,https://weibo.cn/comment/Dsg4VDt30,['正常'],https://weibo.cn/u/2620050602
113,1,2057482133,  北京 丰台区,2016-04-23 14:21:49,https://weibo.cn/comment/DsiadwfLb,['正常'],https://weibo.cn/u/2057482133
107,1,5416408867,  河北 保定,2016-04-23 09:56:05,https://weibo.cn/comment/Dsgqmg2Gx,['正常'],https://weibo.cn/u/5416408867
107,1,5239574996,  山东 聊城,2016-04-22 23:53:16,https://weibo.cn/comment/DsctFEv2G,['正常'],https://weibo.cn/u/5239574996
113,1,3182776365,  河北 唐山,2016-04-22 15:51:30,https://weibo.cn/comment/Ds9k7Dkrj,['正常'],https://weibo.cn/u/3182776365
109,1,5083920537,  河北 邢台,2016-04-23 13:00:03,https://weibo.cn/comment/DshD1FFkX,['正常'],https://weibo.cn/u/5083920537
107,1,2339255357,  湖北 武汉,2016-03-19 21:34:17,https://weibo.cn/comment/Dn12nFFAs,['正常'],https://weibo.cn/u/2339255357
109,1,3822427890,  北京 朝阳区,2016-03-20 23:34:00,https://weibo.cn/comment/Dnbftpmzq,['正常'],https://weibo.cn/u/3822427890
108,1,5453025558,  重庆,2016-04-23 12:27:33,https://weibo.cn/comment/DshpQ7dwV,['正常'],https://weibo.cn/u/5453025558
265,52,3910402774,  广东 深圳,None,nn,['中'],https://weibo.cn/u/3910402774
