view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit,reported_path
143,1,3741288143,  四川,2018-04-26 10:56:29,https://weibo.cn/comment/GdQHSCv2w,['正常'],https://weibo.cn/u/3741288143
194,2,2556651463,  澳门,2018-05-02 01:14:19,https://weibo.cn/comment/GeHsyhSak,['中'],https://weibo.cn/u/2556651463
169,1,3938797402,  北京,None,nn,['正常'],https://weibo.cn/u/3938797402
257,1,6363107407,  海外,2018-02-01 17:19:14,https://weibo.cn/comment/G17jx3mOs,['中'],https://weibo.cn/u/6363107407
145,1,6104924771,  上海,None,nn,['中'],https://weibo.cn/u/6104924771
155,3,1897264077,  湖北,None,nn,['中'],https://weibo.cn/u/1897264077
124,3,5828837240,  河南,2018-04-29 13:12:03,https://weibo.cn/comment/GejSoBlkU,['中'],https://weibo.cn/u/5828837240
126,1,5436094129,  台湾,2018-05-01 16:37:13,https://weibo.cn/comment/GeE4Fq3pd,['中'],https://weibo.cn/u/5436094129
126,1,3936853089,  江西,2018-04-29 13:07:15,https://weibo.cn/comment/GejQs3mLE,['中'],https://weibo.cn/u/3936853089
122,1,6093322106,  上海,2018-04-28 13:18:29,https://weibo.cn/comment/Geauw0qtc,['正常'],https://weibo.cn/u/6093322106
120,2,1265048535,  其他,2018-05-04 15:00:47,https://weibo.cn/comment/Gf5J16TKu,['中'],https://weibo.cn/u/1265048535
131,1,5316371778,  内蒙古,2018-05-05 07:59:38,https://weibo.cn/comment/GfcozhXSs,['中'],https://weibo.cn/u/5316371778
246,4,2642813657,  河北,2018-05-04 20:09:16,https://weibo.cn/comment/Gf7KehBrC,['中'],https://weibo.cn/u/2642813657
139,1,2287929191,  上海,2018-04-27 11:54:37,https://weibo.cn/comment/Ge0vYrCIv,['中'],https://weibo.cn/u/2287929191
96,1,6240018400,  其他,2018-05-06 06:35:41,https://weibo.cn/comment/GflgZlMyV,['中'],https://weibo.cn/u/6240018400
105,1,3262489517,  湖南,None,nn,['中'],https://weibo.cn/u/3262489517
147,2,2435939794,  福建,None,nn,['正常'],https://weibo.cn/u/2435939794
118,2,6050270931,  山东 济南,2018-05-05 16:51:20,https://weibo.cn/comment/GffSo1tln,['中'],https://weibo.cn/u/6050270931
116,1,5295561357,  陕西,2018-05-06 22:16:29,https://weibo.cn/comment/GfrqRkFkB,['中'],https://weibo.cn/u/5295561357
106,1,3319716633,  北京,2018-05-05 19:31:17,https://weibo.cn/comment/GfgVjcyxd,['中'],https://weibo.cn/u/3319716633
