view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit,reported_path
104,2,5046704736,  山东,2018-07-26 22:01:23,https://weibo.cn/comment/GrKWX8ase,['中'],https://weibo.cn/u/5046704736
84,1,5649968612,  其他,None,nn,['中'],https://weibo.cn/u/5649968612
97,1,3137870107,  福建,None,nn,['正常'],https://weibo.cn/u/3137870107
84,1,2691939561,  内蒙古,2018-07-29 17:21:35,https://weibo.cn/comment/GsboS5uJS,['正常'],https://weibo.cn/u/2691939561
105,2,2537497425,  广西,2018-07-29 14:46:28,https://weibo.cn/comment/GsanUlVYv,['中'],https://weibo.cn/u/2537497425
137,1,1865886352,  广东,2018-07-30 11:01:39,https://weibo.cn/comment/Gsil9rJq9,['中'],https://weibo.cn/u/1865886352
91,1,3973518722,  安徽,2018-07-27 12:57:41,https://weibo.cn/comment/GrQOKARkS,['中'],https://weibo.cn/u/3973518722
198,83,2721879503,  江苏,2018-07-28 21:00:56,https://weibo.cn/comment/Gs3ppjSLd,['中'],https://weibo.cn/u/2721879503
105,1,5840544781,  山东,2018-07-28 21:11:31,https://weibo.cn/comment/Gs3tHBASY,['中'],https://weibo.cn/u/5840544781
156,1,2217570770,  江苏,None,nn,['中'],https://weibo.cn/u/2217570770
99,1,5802843880,  陕西,2018-07-28 13:23:10,https://weibo.cn/comment/Gs0pAExMH,['中'],https://weibo.cn/u/5802843880
133,1,1010657595,  其他,2018-07-31 09:33:11,https://weibo.cn/comment/GsrbKjZbG,['中'],https://weibo.cn/u/1010657595
223,1,6340026081,  重庆,2018-07-24 21:16:40,https://weibo.cn/comment/GrrNOegGK,['中'],https://weibo.cn/u/6340026081
118,1,1952433323,  河南 平顶山,2018-07-31 09:11:13,https://weibo.cn/comment/Gsr2PdMOu,['中'],https://weibo.cn/u/1952433323
124,1,5053738341,  四川,2018-07-31 23:49:43,https://weibo.cn/comment/GswNphVu2,['中'],https://weibo.cn/u/5053738341
121,1,2844994264,  吉林 长春,None,nn,['中'],https://weibo.cn/u/2844994264
76,1,5089364520,  其他,2018-08-01 03:53:49,https://weibo.cn/comment/GsyougRDv,['中'],https://weibo.cn/u/5089364520
2156,2000,3183646454,  广东,None,nn,['中'],https://weibo.cn/u/3183646454
94,1,2776966091,  山东,None,nn,['正常'],https://weibo.cn/u/2776966091
79,1,5706595594,  贵州 遵义,None,nn,['中'],https://weibo.cn/u/5706595594
