view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit,reported_path
600,192,1912621763,  香港,2018-07-28 15:45:34,https://weibo.cn/comment/Gs1lp5dHj,['中'],https://weibo.cn/u/1912621763
100,1,3176804502,  海外,None,nn,['中'],https://weibo.cn/u/3176804502
114,1,1457820795,  辽宁 沈阳,2018-08-03 11:09:47,https://weibo.cn/comment/GsU6qFcYi,['中'],https://weibo.cn/u/1457820795
103,1,5692553334,  北京,None,nn,['中'],https://weibo.cn/u/5692553334
693,9,2275337915,  北京,None,nn,['中'],https://weibo.cn/u/2275337915
96,1,3254253095,  辽宁,2018-08-03 14:05:49,https://weibo.cn/comment/GsVfTmqgE,['中'],https://weibo.cn/u/3254253095
95,4,5489758392,  吉林 长春,2018-08-03 14:38:35,https://weibo.cn/comment/GsVtc1CyS,['正常'],https://weibo.cn/u/5489758392
76,1,6579378860,  浙江,2018-08-03 17:13:52,https://weibo.cn/comment/GsWueeElt,['中'],https://weibo.cn/u/6579378860
78,1,2180979507,  其他,2018-08-03 07:39:41,https://weibo.cn/comment/GsSJa6fvh,['中'],https://weibo.cn/u/2180979507
107,2,6343852804,  北京,None,nn,['中'],https://weibo.cn/u/6343852804
81,1,3395406160,  河南,2018-08-03 14:08:11,https://weibo.cn/comment/GsVgR4BZz,['中'],https://weibo.cn/u/3395406160
90,1,1869936971,  北京,2018-08-01 13:48:04,https://weibo.cn/comment/GsChH8O52,['中'],https://weibo.cn/u/1869936971
75,1,5139873410,  上海,2018-08-01 12:37:31,https://weibo.cn/comment/GsBP3uXag,['中'],https://weibo.cn/u/5139873410
76,1,1822429632,  上海,2018-07-31 19:31:42,https://weibo.cn/comment/Gsv6GbXlW,['中'],https://weibo.cn/u/1822429632
75,1,5701308113,  山东,2018-07-31 13:18:54,https://weibo.cn/comment/GssFmgz5u,['中'],https://weibo.cn/u/5701308113
71,1,5813510460,  北京,2018-07-31 18:49:34,https://weibo.cn/comment/GsuPzB8dE,['中'],https://weibo.cn/u/5813510460
74,1,1876669163,  吉林,2018-07-31 23:51:21,https://weibo.cn/comment/GswO4leBC,['中'],https://weibo.cn/u/1876669163
75,1,6076732599,  新疆,2018-08-02 23:38:13,https://weibo.cn/comment/GsPzJszqN,['中'],https://weibo.cn/u/6076732599
80,1,5138681689,  河南,2018-07-31 14:41:17,https://weibo.cn/comment/GstcO4zeh,['中'],https://weibo.cn/u/5138681689
91,1,5755671281,  其他,2018-07-31 15:33:59,https://weibo.cn/comment/GstycdCM4,['中'],https://weibo.cn/u/5755671281
