,view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit,reported_path,weibo_content,repost_num,thumbs_up,comment_num,id_tweets,id_following,id_follower,comments
0,93,1,6358423527,  山东,2019-03-17 23:11:49,https://weibo.cn/comment/HlnXpznIF,['中'],https://weibo.cn/u/6358423527,:埃航失事客机黑匣子已找到，这是自动记录声音重播，真实反映人在死亡前的绝望尖叫，痛心。逝者安息🙏 淄博·淄博喜来登酒店 招财近兔920的秒拍视频 ,6,33,20,2733,191,744,"[['这是游戏视频。上一个博主转发被打脸已经删了<img alt=""[汗]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-0e7b8aa6d1.png"" style=""width:1em; height:1em;""/>', '19', '03月19日 20:37'], ['放屁', '3', '03月18日 07:49'], ['回复<a href=""/n/%E6%8B%9B%E8%B4%A2%E8%BF%91%E5%85%94920"">@招财近兔920</a>:散播谣言。', '0', '04月12日 19:20'], ['回复<a href=""/n/%E6%88%90%E9%B1%BC_duhao"">@成鱼_duhao</a>:请问你是不是埃行上边唯一的生还者？！！！你不彪？！！！！我发着玩的东西和你有啥关系？！！再说了，你真的都不如那些遇难者，真的！你连起码的礼貌都不懂！！！', '0', '04月08日 13:38'], ['回复<a href=""/n/%E6%88%90%E9%B1%BC_duhao"">@成鱼_duhao</a>:我就想问问，我咋滴和你有一毛钱的关系吗？<img alt=""[吃瓜]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-c95cd5ba58.png"" style=""width:1em; height:1em;""/>', '0', '04月08日 13:35'], ['回复<a href=""/n/%E6%8B%9B%E8%B4%A2%E8%BF%91%E5%85%94920"">@招财近兔920</a>:你个脑部残疾人，就是因为你这样的人多了才有耀眼，为了博眼球转一些毫无根据的东西，自己也不会思考，彪呼呼的', '1', '04月08日 13:24'], ['<img alt=""[费解]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_feijie-bac8e40ab4.png"" style=""width:1em; height:1em;""/>', '0', '04月01日 19:37'], ['回复<a href=""/n/%E5%90%8D%E5%AD%97%E9%83%BD%E8%A2%AB%E5%8D%A0%E4%BA%86%E4%BD%A0%E8%AE%A9%E6%88%91%E5%8F%AB%E4%BB%80%E4%B9%88%E5%90%8D%E5%AD%97%E5%91%A2"">@名字都被占了你让我叫什么名字呢</a>:我免费给你使用挖掘机，把你家祖坟先挖个三遍五遍的……家里有老人吗？一看就是个没爹没娘的孩子！来来来……有本事别光耍个逼嘴，你找我我找你都行！', '0', '03月25日 12:15'], ['回复<a href=""/n/%E6%8B%9B%E8%B4%A2%E8%BF%91%E5%85%94920"">@招财近兔920</a>:咋了 你媳妇跟你妈一块让我儿子操了是嘛 这么大火气？', '1', '03月25日 11:50'], ['回复<a href=""/n/%E5%90%8D%E5%AD%97%E9%83%BD%E8%A2%AB%E5%8D%A0%E4%BA%86%E4%BD%A0%E8%AE%A9%E6%88%91%E5%8F%AB%E4%BB%80%E4%B9%88%E5%90%8D%E5%AD%97%E5%91%A2"">@名字都被占了你让我叫什么名字呢</a>:我犯法不犯法和你有一毛钱关系吗', '0', '03月25日 10:46'], ['回复<a href=""/n/%E5%86%B7%E4%BE%9D%E6%98%8E%E6%9C%88%E5%BF%83"">@冷依明月心</a>:传播谣言也是犯法的 <img alt=""[二哈]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" style=""width:1em; height:1em;""/>', '6', '03月25日 10:44'], ['回复<a href=""/n/%E6%8B%9B%E8%B4%A2%E8%BF%91%E5%85%94920"">@招财近兔920</a>:人家都说了传谣了，也不删掉，你自己搜搜，转发这种谣言也是犯法的，坚决不改的态度很🐂🍺', '2', '03月22日 20:26'], ['回复<a href=""/n/%E5%B0%8F%E5%85%94%E5%8F%BD%E5%A4%A7%E9%AD%94%E7%8E%8B"">@小兔叽大魔王</a>:请问我错在哪里了？', '0', '03月22日 16:15'], ['回复<a href=""/n/%E5%86%B7%E4%BE%9D%E6%98%8E%E6%9C%88%E5%BF%83"">@冷依明月心</a>:我就是看到了，随手发了而已，有啥尴尬的呢？！真的就真的，假的就假的！辟谣那是微博的事儿，和我木啥关系', '0', '03月19日 20:50'], ['回复<a href=""/n/%E6%8B%9B%E8%B4%A2%E8%BF%91%E5%85%94920"">@招财近兔920</a>:洋洋洒洒这么多字，你就不能抬头看看吗？视频已经被微博辟谣了。<img alt=""[汗]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-0e7b8aa6d1.png"" style=""width:1em; height:1em;""/>', '2', '03月19日 20:45'], ['回复<a href=""/n/%E5%86%B7%E4%BE%9D%E6%98%8E%E6%9C%88%E5%BF%83"">@冷依明月心</a>:首先谢谢你的提醒！第一呢，我不懂啥是博主！第二，我也不知道啥游戏视频！第三呢，真假和咱俩，包括所有人木有一毛钱的关系！再说了，视频和标题里也没有任何对事件和逝者不好的任何议论！真假并不重要，再说了，谁在逝世的飞机看到听到，这不是真的了？？！！！！', '0', '03月19日 20:42'], ['这是游戏视频。上一个博主转发被打脸已经删了<img alt=""[汗]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-0e7b8aa6d1.png"" style=""width:1em; height:1em;""/>', '19', '03月19日 20:37'], ['回复<a href=""/n/%E9%9F%A9%E8%83%96%E5%A4%A7%E6%B5%B7"">@韩胖大海</a>:我放你啊', '0', '03月18日 12:18'], ['放屁', '3', '03月18日 07:49']]"
1,56,1,5702772363,  安徽,2019-03-13 16:20:18,https://weibo.cn/comment/HkJyoCfRx,['中'],https://weibo.cn/u/5702772363,:【#埃航坠机事故追踪# 事故现场短暂开放：没有一件完整的、能看出形状的东西】目前事故现场的挖掘救援行动已经结束，对黑匣子的解读工作正在进行。埃塞俄比亚空难最后二分钟视频和地面车辆留下的空难落地镜头。 火勺看点的微博视频 ,34,101,71,138,12,511,"[['听到所有人的叫声随着画面戛然截止，头脑突然嗡的一声，好心痛！', '55', '03月13日 16:25'], ['这是动画模拟的好吗，不要瞎说<img alt=""[摊手]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-3abaa4ed77.png"" style=""width:1em; height:1em;""/>', '64', '03月13日 16:38'], ['这虽是模拟出来的<img alt=""[泪]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png"" style=""width:1em; height:1em;""/>', '18', '03月13日 17:35'], ['<a href=""/n/%E6%B2%88PP_"">@沈PP_</a>', '0', '03月15日 15:48'], ['<img alt=""[蜡烛]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-6209fc6e73.png"" style=""width:1em; height:1em;""/>', '0', '03月14日 22:56'], ['<a href=""/n/Haniway_"">@Haniway_</a>', '0', '03月14日 22:26'], ['哎。', '0', '03月14日 15:58'], ['回复<a href=""/n/%E8%94%9A%E8%93%9D%E5%A4%A9%E7%A9%BA%E7%9A%84%E4%BD%B3"">@蔚蓝天空的佳</a>:我也是 心咯噔一下', '0', '03月14日 15:08'], ['<img alt=""[蜡烛]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-6209fc6e73.png"" style=""width:1em; height:1em;""/>', '0', '03月14日 13:44'], ['节哀，逝者安息🙏，愿天堂安好', '0', '03月14日 12:49'], ['谣言止于智者', '2', '03月14日 11:06'], ['唉，阿弥陀佛，回向给遇难乘客。', '0', '03月14日 08:33'], ['天啦，最后那一刻大家得多绝望与无助', '0', '03月14日 01:24'], ['回复<a href=""/n/%E5%A4%A7%E7%88%B1%E6%B3%A1%E6%B2%AB%E6%96%87%E5%AD%97"">@大爱泡沫文字</a>:。。埃塞俄比亚没能力破解黑匣子，所以目前来说是什么机上信息都没有的。', '0', '03月14日 01:12'], ['一直在等着最后的尖叫，心里拉扯得痛', '0', '03月13日 23:06'], ['<a href=""/n/%E9%98%BF%E6%A0%B9%E5%BB%B7%E4%B8%8D%E4%BC%9A%E4%B8%8D%E5%A4%BA%E5%86%A0"">@阿根廷不会不夺冠</a> 哎，太难过了。太怕了。', '0', '03月13日 23:04'], ['<img alt=""[蜡烛]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-6209fc6e73.png"" style=""width:1em; height:1em;""/>', '0', '03月13日 22:33'], ['真正的肯定比这更惨烈，而且下降那几秒那么高的气流人应该就休克了，不可能落地的前一秒还在叫', '0', '03月13日 22:32'], ['妈呀，太难受', '0', '03月13日 22:21'], ['<a href=""/n/%E8%88%92%E5%A9%89%E8%8E%B9_May"">@舒婉莹_May</a>', '0', '03月13日 20:45'], ['回复<a href=""/n/%E5%9B%9E%E6%89%A7%E5%AF%92%E5%8F%B0"">@回执寒台</a>:随手举报此微博谢谢', '0', '03月13日 19:53'], ['太恐怖了，听着撕心裂肺呐喊的一瞬间，心都直揪揪<img alt=""[蜡烛]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-6209fc6e73.png"" style=""width:1em; height:1em;""/>', '0', '03月13日 19:20'], ['<img alt=""[蜡烛]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-6209fc6e73.png"" style=""width:1em; height:1em;""/>', '0', '03月13日 19:16'], ['回复<a href=""/n/Annzhongg"">@Annzhongg</a>:好可怕', '0', '03月13日 19:13'], ['<a href=""/n/%E5%85%94%E5%AD%90%E7%9A%84%E6%9C%B1%E4%B8%80%E9%BE%99%E5%95%8A"">@兔子的朱一龙啊</a> 天呐 不敢想象飞机上的人有多绝望', '0', '03月13日 18:53'], ['逝者安息<img alt=""[蜡烛]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-6209fc6e73.png"" style=""width:1em; height:1em;""/>', '0', '03月13日 18:31'], ['<a href=""/n/%E5%97%AF%E6%88%91%E6%98%AF%E6%9D%83%E5%93%A5"">@嗯我是权哥</a>', '0', '03月13日 18:26'], ['好揪心啊，真的太恐怖了，好心疼飞机上的乘客<img alt=""[蜡烛]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-6209fc6e73.png"" style=""width:1em; height:1em;""/>', '0', '03月13日 18:22'], ['愿他她们在天上，能有一片幸运和安宁<img alt=""[蜡烛]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-6209fc6e73.png"" style=""width:1em; height:1em;""/>', '0', '03月13日 18:19'], ['太可怕了', '0', '03月13日 18:04'], ['转发微博', '0', '03月13日 18:00'], ['听到第一声尖叫真的很恐惧<img alt=""[失望]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_shiwang-7925938d93.png"" style=""width:1em; height:1em;""/>', '0', '03月13日 17:59'], ['<img alt=""[悲伤]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-f8d6de06c8.png"" style=""width:1em; height:1em;""/>', '0', '03月13日 17:57']]"
2,47,2,1630373525,  浙江 台州,2019-03-16 22:43:45,https://weibo.cn/comment/Hlelx6qVv,['中'],https://weibo.cn/u/1630373525,:埃航失事客机黑匣子已找到，这是自动记录仪录下的最后10秒钟……人们濒死的惨叫声确认中？设计缺陷，硬件问题！软件弥补？补好了，谁敢坐？？？波音公司要赔偿一切损失，飞机召回，还有赔命了！其他免谈比如汽车设计时，偶尔会跑偏的，需要纠正，现在靠软件自动纠正，用软件纠正安全吗？人工纠正会安全吗？你愿意买这辆车吗？你愿意坐这辆车吗？国内哪些美粹喷子呢，着实瞧不起这帮人，该喷不喷，拿自己命开玩笑！ 展望未来的夏天的秒拍视频,0,3,5,626,914,248,"[['回复<a href=""/n/%E5%B1%95%E6%9C%9B%E6%9C%AA%E6%9D%A5%E7%9A%84%E5%A4%8F%E5%A4%A9"">@展望未来的夏天</a>:你的文字就是造谣啊亲<img alt=""[doge]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" style=""width:1em; height:1em;""/>', '0', '03月17日 08:32'], ['ball ball你转发之前查一下什么是“黑匣子”，它具备什么功能？很明显这是模拟的！', '0', '03月17日 08:31'], ['这只是模拟器 不是真实视频 博主用点脑吧', '0', '03月17日 00:13'], ['应该是模拟的，但我还是发了。最后的惨叫！坐在飞机上无希望的人们，应该就这种状态', '0', '03月16日 23:32'], ['这是模拟的动画看不出来？？？黑匣子没有视频功能也不记录客舱语音。。。谣言就是这么传出来的', '3', '03月16日 23:04']]"
3,49,2,1955046543,  浙江,2019-03-16 06:21:53,https://weibo.cn/comment/Hl7UZ9raD,['中'],https://weibo.cn/u/1955046543,:埃航失事客机黑匣子已找到，这是自动记录仪录下的最后10秒钟……活着就是最大的幸运，没那么多的事和人值得你去计较，人赤祼祼的来到这个世界，也赤裸裸的离开。保持一份好心情，去做你想做的事，趁阳光正好，趁微风不噪，趁你还未老，开心过好每一天。🙏 文艺泽的秒拍视频 ,11,23,9,22409,2503,181909,"[['飞机砸在水里的话，现在条件说不定有人拍了视频留个遗言有可能的', '0', '04月13日 22:28'], ['回复<a href=""/n/%E6%96%87%E8%89%BA%E6%B3%BD"">@文艺泽</a>:那为什么还不删', '1', '04月05日 22:25'], ['虚假信息！！！！', '0', '03月31日 23:11'], ['最后那等死的几分钟真的很可怕🙈', '0', '03月31日 10:27'], ['回复<a href=""/n/J%E5%BC%80%E5%BF%83R%E9%BA%BB%E8%8A%B1H"">@J开心R麻花H</a>:你也蛮搞笑的', '0', '03月17日 08:53'], ['回复<a href=""/n/%E6%96%87%E8%89%BA%E6%B3%BD"">@文艺泽</a>:不是应该删了吗？不是所有人都会点进来看你的评论的', '2', '03月17日 08:41'], ['更正：飞机黑匣子保存的是通话记录，不可能留有视频，发的那个是电脑动画。感谢右边及时指出//<a href=""/n/%E6%9A%B4%E9%9B%A8%E9%9B%B7%E9%9C%86"">@暴雨雷霆</a>:电脑动画，非实拍', '6', '03月16日 08:01'], ['这是模拟动画', '4', '03月16日 07:57'], ['电脑动画，非实拍', '4', '03月16日 07:44']]"
4,75,17,2178514797,  广东,2019-03-16 23:54:26,https://weibo.cn/comment/HleOdkfst,['中'],https://weibo.cn/u/2178514797,:#埃塞俄比亚客机失事# 愿波音被制裁，愿空难者安息。网传机舱内部最后的视频，大人和小孩惊恐万分哭声一片。 军武季的微博视频 ,30,92,43,15742,140,3829672,"[['视频已经被有关方面证实是假的', '23', '03月17日 09:43'], ['假的视频啊，这个明显不是737', '22', '03月16日 23:59'], ['假的，一开始还觉得可能是真的，但是最后的片段是死神来了电影里的片段，剪辑的人是欺负没人看过那个电影吗', '21', '03月17日 00:11'], ['美国飞机，已失去全球人们的信任！', '0', '03月19日 03:48'], ['假的人家说了两秒', '0', '03月18日 12:14'], ['愿大家都安息[蠟燭][蠟燭][蠟燭]', '0', '03月17日 22:28'], ['737是窄体客机，视频前面一段是宽体客机，中间一段是动画片，后面一段是几年前一个运输机（好像是美军的，具体记不清了）坠毁的视频', '2', '03月17日 21:45'], ['回复<a href=""/n/%E5%86%9B%E6%AD%A6%E5%AD%A3"">@军武季</a>:我说呢，听着声音虽然揪心，看着视频画面像那种游戏画面，', '0', '03月17日 18:56'], ['假的吧，法国都说了需要几个月时间才能恢复黑匣子数据，这才几天？', '0', '03月17日 17:45'], ['假的不能再假', '0', '03月17日 17:02'], ['回复<a href=""/n/%E5%86%9B%E6%AD%A6%E5%AD%A3"">@军武季</a>:<a href=""/n/%E4%BA%BA%E9%97%B4%E5%A4%B1%E6%A0%BCBeyond"">@人间失格Beyond</a>: 明白人都知道事假的？你确故意以假乱真蹭热度？？？', '0', '03月17日 16:58'], ['回复<a href=""/n/%E5%86%9B%E6%AD%A6%E5%AD%A3"">@军武季</a>:明白人都知道事假的？你确故意以假乱真蹭热度？？？', '0', '03月17日 16:58'], ['假的 最后那个飞机是美国运输汽车过程中汽车倾覆失去平衡导致的坠机 且驾驶员脱仓成功 好几年前的了', '0', '03月17日 16:54'], ['回复<a href=""/n/%E5%A6%82%E6%A2%A6%E9%99%88"">@如梦陈</a>:最后那个坠落的是4发动机', '0', '03月17日 15:58'], ['回复<a href=""/n/%E5%86%9B%E6%AD%A6%E5%AD%A3"">@军武季</a>:这高度撞不出大坑！还有，那碰撞的声音是不是太长了！至少不是最近这次。', '0', '03月17日 15:56'], ['面对死亡谁不怕<img alt=""[喵喵]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_miao-61fe2a7aaa.png"" style=""width:1em; height:1em;""/>', '0', '03月17日 14:45'], ['回复<a href=""/n/%E5%86%9B%E6%AD%A6%E5%AD%A3"">@军武季</a>:哦哦哦', '0', '03月17日 13:02'], ['这视频都是合成的，有些都是好多年前就看过的内容', '0', '03月17日 12:20'], ['口渴了吗', '0', '03月17日 10:58'], ['视频已经被有关方面证实是假的', '23', '03月17日 09:43'], ['假的', '0', '03月17日 09:38'], ['假的', '3', '03月17日 05:17'], ['1分37秒以后的视频我五年前就看过<img alt=""[拜拜]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-71b47dffdc.png"" style=""width:1em; height:1em;""/>', '0', '03月17日 04:36'], ['现在的博主一点儿责任心都没有，这个视频是分别是好几年前的视频和七和其他的视频拼接而成的，包括飞机掉落那段视频好几年前我就看过。', '4', '03月17日 03:43'], ['多个视频合成的，开始应该是真实镜头，后面的像是游戏模拟，最后地面拍摄的是美军阿富汗失事的运输机真实镜头', '0', '03月17日 03:01'], ['这是模拟的', '1', '03月17日 02:26'], ['虽然是假的，但还是好难受，毕竟逝去的生命是真真实实的，他们在死前经历的绝望不会比这个轻', '0', '03月17日 02:22'], ['这是真的视频吗？如何保存下来的？最后那下，飞机简直就是砸向地面的…<img alt=""[思考]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_sikao-c599fd085f.png"" style=""width:1em; height:1em;""/>', '0', '03月17日 01:31'], ['还在上传假视频……第一个散步这个视频的已经被抓了。博主想喝茶了吧！', '9', '03月17日 01:23'], ['一次又一次的被骗，我们做错了什么', '0', '03月17日 00:40'], ['明显不是啊，737没有中间座位的。', '3', '03月17日 00:14'], ['假的，一开始还觉得可能是真的，但是最后的片段是死神来了电影里的片段，剪辑的人是欺负没人看过那个电影吗', '21', '03月17日 00:11']]"
5,52,3,1765268724,  上海,2019-03-16 12:53:28,https://weibo.cn/comment/HlatVuLoj,['中'],https://weibo.cn/u/1765268724,:#Joyの碎碎念# 埃航失事客机黑匣子已找到，这是自动记录仪录下的最后10秒钟……人们濒死的惨叫声活着就是最大的幸运，没那么多的事和人值得你去计较，人赤祼祼的来到这个世界，也赤裸裸的离开，保持一份好心情，去见你想见的人，去做你想做的事，趁阳光正好，趁微风不噪，趁你我还未老……因为谁也不知道明天和意外哪个先到…… 梓佟萱语的秒拍视频,0,1,9,2772,135,523,"[['回复<a href=""/n/%E6%A2%93%E4%BD%9F%E8%90%B1%E8%AF%AD"">@梓佟萱语</a>:都跟你说是假的了。。', '0', '03月17日 10:01'], ['回复<a href=""/n/J%E5%BC%80%E5%BF%83R%E9%BA%BB%E8%8A%B1H"">@J开心R麻花H</a>:视频的真假我无法评论，发这个只是希望珍惜眼前人，因为我们不知道明天和意外谁会先到达而已！', '0', '03月17日 08:57'], ['模拟视频啊！黑匣子不会有视频功能，也不会有客舱声音！', '0', '03月17日 08:36'], ['这只是模拟器 不是真实视频 博主用点脑吧', '0', '03月17日 00:16'], ['回复<a href=""/n/%E5%B0%8F%E5%B0%8F%E7%AA%9D%E7%AA%9D%E5%84%BF"">@小小窝窝儿</a>:也许吧！但也是真实写照<img alt=""[泪]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png"" style=""width:1em; height:1em;""/>', '0', '03月16日 16:05'], ['回复<a href=""/n/%E6%A2%93%E4%BD%9F%E8%90%B1%E8%AF%AD"">@梓佟萱语</a>:这是模拟！', '0', '03月16日 15:28'], ['回复<a href=""/n/%E7%8E%8B%E5%AD%90%E7%88%B1%E6%9D%8E%E5%A8%9C"">@王子爱李娜</a>:如果是动画不是很好，希望大家都平平安安！但是不管这段录像是不是真实，但是这个声音就是飞机上所有人最后的留声', '0', '03月16日 14:56'], ['这是动画 你闭嘴吧', '0', '03月16日 14:53']]"
6,49,4,1334197803,  浙江,2019-03-16 18:15:39,https://weibo.cn/comment/HlcAHsOt6,['中'],https://weibo.cn/u/1334197803,:埃航：黑匣子已找到.人类最后十秒绝望的叫声…… 深度思考与分析的秒拍视频 ,5,1,4,23446,330,328846,"[['实事求是的东西，有时候会被无形的手故意……', '0', '03月18日 00:52'], ['🙏🙏🙏', '1', '03月16日 20:21'], ['回复<a href=""/n/%E9%A9%BF%E8%B7%AF%E9%A3%8E%E4%BA%91"">@驿路风云</a>:是啊，听过后心有余悸<img alt=""[伤心]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_shangxin-934f730572.png"" style=""width:1em; height:1em;""/>', '0', '03月16日 19:46'], ['心痛…', '1', '03月16日 19:28']]"
7,52,2,5991070595,  北京 朝阳区,None,nn,['中'],https://weibo.cn/u/5991070595,nn,nn,nn,nn,672,478,247901,['deleted']
8,70,13,2890882392,  浙江 衢州,2019-03-17 09:29:38,https://weibo.cn/comment/HlizGz6yD,['中'],https://weibo.cn/u/2890882392,:#埃航正考虑保留坠机现场作为永久纪念#确定是目击者拍下的 埃塞俄比亚空难最后一分钟吗？🙏🙏🙏 2018届毕业的金先生的微博视频 ,6,33,11,8,27,1129,"[['回复<a href=""/n/2018%E5%B1%8A%E6%AF%95%E4%B8%9A%E7%9A%84%E9%87%91%E5%85%88%E7%94%9F"">@2018届毕业的金先生</a>:你加爹也没用啊', '0', '04月26日 10:14'], ['眼睛看清楚。我是在问广大网友此视频是否真实。并没有说这视频就是。你们理解能力在哪里？<img alt=""[微笑]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-039d0a6a8a.png"" style=""width:1em; height:1em;""/>', '0', '03月17日 23:21'], ['这是2015年阿富汗美军基地起飞的美国national air cargo公司的747货机起飞坠毁的视频，运载的六辆美军装甲车没绑牢起飞时后滑导致飞机重心偏移坠毁', '13', '03月17日 11:45'], ['这是架747货机，好几年前了，货物没捆住，滑到机尾了，就呈你看到这样了。好像是美军的飞机，运的装甲车还是坦克。', '16', '03月17日 09:53']]"
9,61,3,1960260820,  安徽,2019-03-16 13:14:08,https://weibo.cn/comment/HlaCk9jeE,['中'],https://weibo.cn/u/1960260820,:坠机前的录像#埃航坠机现场视频曝光# 温州晚报记者肖建永的秒拍视频 ,6,27,5,141,92,10373,"[['回复<a href=""/n/%E5%8F%94%E5%8F%94%E5%8F%94%E6%95%B0%E6%AD%BB%E6%97%A9"">@叔叔叔数死早</a>:好吧，真的是', '0', '03月16日 18:58'], ['回复<a href=""/n/%E5%85%B0%E6%AF%9B%E6%AF%9Bi"">@兰毛毛i</a>:完整视频是国外媒体制作的一个模拟动画，某些想骗转发的截了这一段下来', '0', '03月16日 17:53'], ['回复<a href=""/n/%E7%9C%8B%E6%9D%8F%E8%8A%B1%E5%BE%AE%E9%9B%A8"">@看杏花微雨</a>:你怎么知道是假的。朋友圈都在转这个', '0', '03月16日 16:47']]"
