,view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit,reported_path,weibo_content,repost_num,thumbs_up,comment_num,id_tweets,id_following,id_follower,comments
0,92,1,2318007381,  山东,2018-08-22 15:33:57,https://weibo.cn/comment/GvOX6x0ml,['中'],https://weibo.cn/u/2318007381,:寿光村庄洪灾现状 寿光 · 缤纷五洲 http://t.cn/Rk9CU7c ,9,20,5,171,345,125,"[['灾难的发生每个人都脱不了干系，少浪费点水，少浪费点点，少开点空调，说不定灾难就没那么严重了。', '0', 'time not available'], ['这是内蒙古包头市固阳县洪灾现场。', '1', 'time not available'], ['这是内蒙古包头市固阳县七月份时候的洪灾现场。', '2', 'time not available'], ['可怜可叹可恨，看Zf怎么作为吧', '0', 'time not available'], ['<a href=""/n/%E7%A5%BA%E6%99%A8%E5%84%BFznice%E9%94%A6%E9%B2%A4c"">@祺晨儿znice锦鲤c</a> <a href=""/n/%E5%8F%AF%E5%8F%AF%E7%9A%84%E5%A4%A7%E8%80%B3%E6%9C%B5"">@可可的大耳朵</a>  好无奈啊', '0', 'time not available']]"
1,117,1,1278226564,  江苏,2018-08-03 21:57:16,https://weibo.cn/comment/GsYlfAkz1,['中'],https://weibo.cn/u/1278226564,:老挝东南部阿速坡省地区在建的一座水电站大坝坍塌事故，50亿立方米洪水在几小时内下泄，场面太震撼了！ 老股民大张的秒拍视频 ,16,3,13,6679,96,293200,"[['韩国工程建设公司(SK E&amp;C)建的。', '1', 'time not available'], ['这是日本海啸，好不…', '5', 'time not available'], ['这是日本吧', '0', 'time not available'], ['网络上谣言就是这么被传来传去！', '0', 'time not available'], ['这是日本海啸，好不…', '5', 'time not available'], ['回复<a href=""/n/%E8%80%81%E8%82%A1%E6%B0%91%E5%A4%A7%E5%BC%A0"">@老股民大张</a>:柬埔寨一个大桥是日本造的，使用不到一年就变成危桥了，质量问题严重，做工程它们不是强项', '0', 'time not available'], ['利好中国海外工程项目', '0', 'time not available'], ['水火无情', '0', 'time not available'], ['回复<a href=""/n/%E8%80%81%E8%82%A1%E6%B0%91%E5%A4%A7%E5%BC%A0"">@老股民大张</a>:韩国人可能都缺乏类似工程的施工和管理经验，做电子产品和影视剧韩国人在世界或者亚洲都是数一数二的，但建设水电站好像不是很在行。', '0', 'time not available'], ['韩国人造的', '0', 'time not available'], ['韩国工程建设公司(SK E&amp;C)建的。', '1', 'time not available']]"
2,115,1,2052462903,  海南,2018-08-27 10:27:46,https://weibo.cn/comment/Gwy5jgeIY,['中'],https://weibo.cn/u/2052462903,:刚刚看到朋友圈一个热帖《中国卖盐的都是畜生》，里面主要提到一种防止食用盐结块的添加剂“亚铁氰化钾”对人体的伤害。这帖子一会就被“和谐”了！有没有懂行的出来辟个谣？@北京人不知道的北京事儿 @人民日报 @北村 @崔永元 @光远看经济 @黄西Joe_Wong @邱启明 @央视财经是真的吗 ,0,0,2,999,102,4169,"[['谈毒性不谈剂量就是耍流氓', '0', 'time not available'], ['你的微博提到本地大V，想让你的微博获得更多关注，欢迎使用同城爆料&gt;&gt;<a href=""https://weibo.cn/sinaurl?f=w&amp;u=http%3A%2F%2Ft.cn%2FRWaGLgH"">http://t.cn/RWaGLgH</a>', '0', 'time not available']]"
3,179,1,3948394279,  山东 滨州,2018-08-25 01:18:30,https://weibo.cn/comment/GwbDmppvA,['中'],https://weibo.cn/u/3948394279,:[流泪][流泪][流泪]真是太可怕了了！[惊恐][惊恐][惊恐]邯郸电视台新闻主播，台上突然心梗，年仅26岁！一点征兆都没有！生命只在一瞬间！所以不纠缠过去，别奢望未来，活在当下！生命如此脆弱，意外不分年纪.......祝愿看到视频的亲们活在当下，不管有钱没钱健康最重要！没有健康、一切为零。 蒲菇老刘520的微博视频,1,16,11,270,1055,1082,"[['主持人系低血糖晕倒，己无任何问题。特别更正！', '13', 'time not available'], ['减肥后果是不？', '1', 'time not available'], ['<img alt=""[疑问]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yiwen-40a816d206.png"" style=""width:1em; height:1em;""/>', '2', 'time not available'], ['回复<a href=""/n/%E6%B5%B7%E8%93%9D%E8%93%9D3691"">@海蓝蓝3691</a>:我看也是', '0', 'time not available'], ['减肥后果是不？', '1', 'time not available'], ['回复<a href=""/n/FunnyBeanie"">@FunnyBeanie</a>:有可能', '0', 'time not available'], ['没事就好！！工作很重要，身体更重要！！', '1', 'time not available'], ['没事就好', '1', 'time not available'], ['你们村刚通网？', '3', 'time not available'], ['主持人系低血糖晕倒，己无任何问题。特别更正！', '13', 'time not available'], ['<img alt=""[疑问]"" src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yiwen-40a816d206.png"" style=""width:1em; height:1em;""/>', '2', 'time not available'], ['晚安', '1', 'time not available'], ['支持支持', '1', 'time not available'], ['很晚了', '1', 'time not available']]"
4,109,1,5524898543,  其他,2018-08-22 22:39:09,https://weibo.cn/comment/GvRJHdkqO,['中'],https://weibo.cn/u/5524898543,:我发表了头条文章:《转发:(中国卖盐的是畜生)》 转发:(中国卖盐的是畜生) ,6,2,4,1428,54,370,"[['疫苗有问题、奶粉有问题、假牛肉等等，如今这盐也有问题，别吃饭了改充电🔋吧', '1', 'time not available'], ['真的假的？太恐怖了！', '1', 'time not available'], ['无风不起浪！', '1', 'time not available'], ['央视辟谣：国产食盐添加剂堪比砒霜 纯属胡说八道', '0', 'time not available']]"
5,105,1,5393053298,  其他,2018-08-16 05:43:26,https://weibo.cn/comment/GuQwqAnwx,['中'],https://weibo.cn/u/5393053298,:<中国卖盐的是畜生>                                中央党校余教授的经历：                   《盐⾥⾯加进了亚铁氰》                      大约是⼗几年前，有一段时间我总是感觉到胃口不好，胃口发闷，不想吃东⻄，尤其不想吃肉类，总想吃凉⻄瓜，感觉⾆头厚重。一位中医说我中焦不通。另一位老中医摸着我的脉说，你怎么胃火这么大呢？你胃火不应该大呀？后来我准备忙过那几天去医院做胃镜检查，可是过了一些天自动好了。于是就忘记这件事，但是过了一段时间⼜是胃⼝发闷，然后过些天又好了。      后来体检发现我转氨酶升⾼——总胆红素升高——肌酐升高，过上一段时间好些，然后又升高。最严重时感觉肾脏明显不对劲了，并且尿尿呈现酱油色。我亲属中有位协和毕业的博士，他认为我这些症状是某种化学物质导致的，让我细查。我后来⼀一样样排查我的⻝品，最后我终于发现了盐⾥面的抗结剂：亚铁氰化钾！我当时上⽹一查⼤吃一惊，⽹上已经有那么多的谴责，责问中盐为什么往盐里面加亚铁氰化钾！？我马上改⽤了不含抗结剂的盐，不久所有的症状都消了，化验单恢复正常，但是此后肌酐这项一直是正常值内的高数值，也就是说我的肾脏受到了严重伤害。我原来以为这只是我的个⼈体质问题，但是后来⼏次在聚餐时发现结晶，但是用⼿一捏就碎了。       2016年夏天我给成都的朋友快递⼀大箱不含抗结剂的盐，结果2017年夏天我去成都在他家吃饭，他拿出我给他快递的盐说还剩几袋⼦你能吃的盐，我一看也只有轻微的结晶，用⼿一捏也碎了，根本不影响正常使用。那可是在较潮湿的地区放了一年的盐！所以我现在问问中盐总公司为什什么⼀定要往盐里面加亚铁氰化钾？ 前年我给河北某大媒体做专家，在饭桌上我拿出我带去的不含亚铁氰化钾的盐，饭桌上领导听说了亚铁氰化钾的事情，⻢上给中盐河北公司一位领导打电话，要买他们不含亚铁氰化钾的盐，盐业公司那边的领导惊讶： “啊？你们知道这事儿呀……”。       2015年夏天我去⼤庆市，朋友知 道了我不吃亚铁氰化钾的盐，第二天 就跑到中盐大庆公司销售点去买，卖 盐的⼈听说他要买几箱子，就极力向 他推销含亚铁氰化钾盐，我朋友说我 就是专⻔为买不含亚铁氰化钾的盐， 为什么要让我买含亚铁氰化钾的盐？ 卖盐的⼈说这盐好。我的朋友当然没 有那么笨。我后来知道央视有一群朋友也和我一样，不买亚铁氰化钾盐。 我每次在饭店吃饭要求看看饭店的盐袋子，看是否含亚铁氰化钾，结果绝⼤部分饭店都⽤含亚铁氰化钾的盐， 我问他们为什么要买这种盐，他们⼀脸茫然，他们说不知道盐里⾯还加这种东西。大部分朋友也都不知道盐⾥里面的亚铁氰化钾。       我问加拿大的亲属，加拿大的盐 是否也含亚铁氰化钾。亲属说加拿⼤ 的超市卖的盐都是圆粒的，不含抗结 剂，如果你要用粉末的盐，在超市就有一个小机器，把圆粒的盐倒进去，一摁电钮，盐就打成了粉末，装袋带⾛，自⼰加⼯，不收费。       前些年北京市场一直在卖几种不含抗结剂的盐，盐的袋子上就明确 写着“本品不不含抗结剂”， （见图1） 看来这些盐被挤出了北京市场，现在北京各大超市都以卖含亚铁氰化钾的 盐为主。（见图2） [图片] 现在即使就是不含抗结剂的盐，盐袋子上也不再标明“本品不含抗结剂”那几个字了。看来有人不希望大家注意抗结剂的问题。       我推荐一下辨别方法： 看配料表，上面只写一种物质如氯化钠、海盐或者湖盐、矿盐，是最好的盐。含第二种物质的往往是碘酸钾，还凑合能吃。含第三种物质，就是抗结剂，我建议不要吃。如果你家里有孩⼦、孕妇、老⼈都要引起注意他们的肝脏、肾脏没有年轻人那么强壮。       以下为百度查询“亚铁氰化钾”简略版： 食盐中加“抗结剂”：化学名称为：亚 铁氰化钾 3.基本用途 主要⽤作钢铁⼯业的渗碳剂，以提⾼钢铁制件的表面硬度。印染工业用作氧化助剂，使精元棉布染色逐步进行保持染色质量。颜料工业⽤作生产颜料华蓝的主要原料。化学工业用作除铁剂。食品行业用作食品添加剂----食盐抗结剂。 4.相关危害 健康危害：该品属低毒类。吸⼊引起咳嗽、气短。⼤量口服引起胃肠不适有资料料报道，中毒时肾脏受损害，尿糖⼤量增加。 环境危害：对环境有严重危害。                                             中国还有哪家企业不坑人的吗？咱还需要恶狼狗特朗普出这么大力来打垮咱们吗？,3,2,1,124,41,51,"[['可怕呀', '2', 'time not available']]"
6,103,1,6053350333,  广东,2018-08-11 22:02:16,https://weibo.cn/comment/GubNg2Be2,['中'],https://weibo.cn/u/6053350333,:http://t.cn/RDW2CiQ不知道大家每次去超市买盐时有没有注意看包装袋，配料表中有一项赫然写着——“亚铁氰化钾”。如果去掉“亚铁”二字，我会立即被吓死。氰化钾极其危险，致死量一般为50mg～250mg，氰化钾在10秒钟内能使人丧失意志，几分钟内可以毒死一人，所以又称“闪电杀手”。一旦服下进入胃中，几乎没有生还的可能! 佛山 · 乐从镇,0,0,1,778,178,302,"[['这是两种物质啊', '0', 'time not available']]"
7,144,1,3656858061,  四川,2018-08-21 13:53:54,https://weibo.cn/comment/GvERZtJYt,['中'],https://weibo.cn/u/3656858061,:近来网上传我们每天用的食盐，里面加了一种化学学品叫亚铁氰化钾，我回去把平时用的食盐袋子上看了一下，确实加有抗凝剂，这种抗凝剂再深查确实就是亚铁气氰化钾，人食用后对肠胃，肝肾影响極大，不知为何我们国家的管理人员难道不懂吗，有人吃了，肌干上升，肠胃不适，不知应该哪个去管这些事。望传观。 成都 · 西安北路,0,1,1,135,136,22,"[['蠢蛋科盲', '0', '07月11日 15:31']]"
8,117,1,6050578239,  上海,2018-08-28 22:18:30,https://weibo.cn/comment/GwMaigsjk,['中'],https://weibo.cn/u/6050578239,:雅加达亚运会中国裁判杨建平被日本选手喷水挑衅后忍无可忍冲上擂台摔倒日本教练踢翻日本选手……这个必须点个赞！ Tomo熊的秒拍视频 ,0,28,14,1563,6203,6484,"[['<img alt=""[中国赞]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_chnlike-2c6f482dac.png"" style=""width:1em; height:1em;""/>', '0', 'time not available'], ['支持😁', '0', 'time not available'], ['回复<a href=""/n/L%E6%98%9F1123"">@L星1123</a> 的表态:支持[加油][加油][加油]', '0', 'time not available'], ['回复<a href=""/n/L%E6%98%9F1123"">@L星1123</a> 的表态:支持[加油][加油][加油]', '0', 'time not available'], ['力挺<img alt=""[鲜花]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/w_xianhua-6efa26efdf.png"" style=""width:1em; height:1em;""/>', '0', 'time not available'], ['超级赞哦', '0', 'time not available'], ['回复<a href=""/n/%E5%85%AD%E6%A3%B5%E6%A0%91Gyffs"">@六棵树Gyffs</a>:早上好<img alt=""[太阳]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/w_taiyang-90b439dadf.png"" style=""width:1em; height:1em;""/>', '1', 'time not available'], ['<img alt=""[中国赞]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_chnlike-2c6f482dac.png"" style=""width:1em; height:1em;""/>', '0', 'time not available'], ['2017年11月30日拳星时代现场，正端坐在主席台的杨建平被选手吐满脸口水，场面一度失控，杨建平冲上擂台暴打挑衅者。引得擂台下数万观众较好，媒体也瞬间哗然！格斗世界跟踪报道发现这竟然是一场精心安排的戏”中华虎“杨建平现场指挥编排。 <a href=""https://ww3.sinaimg.cn/large/005yqO6Ygy1fuqi2bi51ej31hc0u0e81.jpg"">评论配图</a>', '0', 'time not available'], ['为什么看着这么假  是不是太轻松了', '1', 'time not available'], ['赞<img alt=""[赞]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zan-e3d1e596da.png"" style=""width:1em; height:1em;""/>', '1', 'time not available'], ['回复<a href=""/n/%E7%A5%A2%E6%98%AF%E6%9C%80%E7%BE%8E%E7%9A%84%E9%81%87%E8%A7%81520"">@祢是最美的遇见520</a>:力挺[加油][加油][加油]', '0', 'time not available'], ['不錯', '0', 'time not available'], ['支持😁', '0', 'time not available'], ['厉害了', '0', 'time not available'], ['点赞！<img alt=""[赞]"" src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zan-e3d1e596da.png"" style=""width:1em; height:1em;""/>', '0', 'time not available'], ['这个🐂', '0', 'time not available']]"
9,209,1,6185821555,  海外,None,nn,['正常'],https://weibo.cn/u/6185821555,nn,nn,nn,nn,nn,nn,nn,['deleted']
