view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit
98,1,3741288143,  四川,2019-07-11 11:22:45,https://weibo.cn/comment/HCWTd8uMk,['正常']
67,1,2542384550,  安徽 合肥,2019-07-11 20:23:14,https://weibo.cn/comment/HD0qAjtcf,['中']
33,1,1843324043,  北京,2019-07-02 21:34:45,https://weibo.cn/comment/HBE39oBV3,['中']
30,1,5743527870,  陕西,2019-07-05 17:27:41,https://weibo.cn/comment/HC4IlEMK9,['中']
96,10,5764432942,  辽宁,2019-07-08 21:16:24,https://weibo.cn/comment/HCyuGoddD,['中']
39,2,3018192657,  湖北,2019-07-08 20:33:11,https://weibo.cn/comment/HCyd8n21W,['中']
31,1,6069152763,  吉林,2019-05-11 09:04:27,https://weibo.cn/comment/HtEUMgWle,['中']
40,1,5634644882,  福建,None,nn,['中']
745,1,2232193862,  湖南,2019-07-09 23:08:06,https://weibo.cn/comment/HCIEvCQMG,['中']
64,6,3486040104,  福建,2019-07-09 12:30:13,https://weibo.cn/comment/HCEtBjfbC,['中']
121,2,6553771110,  其他,2019-07-10 13:42:34,https://weibo.cn/comment/HCOnsouZm,['中']
435,40,3226899882,  香港,2019-07-09 21:41:02,https://weibo.cn/comment/HCI5axWv6,['中']
133,1,5909858755,  山东,2019-07-10 13:53:16,https://weibo.cn/comment/HCOrNzSLd,['中']
50,1,6586305031,  北京,2019-07-08 15:35:50,https://weibo.cn/comment/HCwgrmhdL,['正常']
190,14,6340026081,  重庆,2019-07-09 18:58:26,https://weibo.cn/comment/HCH1bahF6,['中']
61,1,1711793354,  上海,2019-07-10 12:03:02,https://weibo.cn/comment/HCNJ3uYDA,['中']
46,1,5124483133,  山西,2019-07-07 16:54:42,https://weibo.cn/comment/HCnlXyjuW,['中']
45,1,3873962919,  上海,2019-06-05 22:57:48,https://weibo.cn/comment/Hxy3s1z6t,['中']
125,1,1250636273,  浙江,2019-07-11 10:07:10,https://weibo.cn/comment/HCWowrU9B,['中']
62,1,3100145987,  广东,None,nn,['正常']
