view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit
27,1,1367679907,  其他,2019-06-26 12:19:13,https://weibo.cn/comment/HAFQFFgms,['中']
59,1,1221684892,  江苏,2019-06-27 12:17:39,https://weibo.cn/comment/HAPgxxkqT,['中']
27,3,6626161298,  辽宁,2019-06-28 10:03:12,https://weibo.cn/comment/HAXOt00RY,['中']
22,1,6560162768,  其他,2019-06-28 11:00:50,https://weibo.cn/comment/HAYbQFV4s,['中']
20,1,6525535933,  广东,2019-06-26 18:38:34,https://weibo.cn/comment/HAIkEsd0P,['中']
31,2,3177920131,  广东 广州,2019-06-27 22:41:45,https://weibo.cn/comment/HATlRfVet,['中']
69,3,1297870702,  河北 沧州,2019-06-27 22:37:28,https://weibo.cn/comment/HATk7odZ7,['中']
30,2,1297870702,  河北 沧州,2019-06-27 22:34:16,https://weibo.cn/comment/HATiP1hi3,['中']
24,1,6128247211,  福建 厦门,2019-06-27 17:50:34,https://weibo.cn/comment/HARrFkPyT,['中']
28,1,3712218552,  广东 深圳,2019-06-27 17:39:09,https://weibo.cn/comment/HARn2pJdK,['中']
53,1,5532084803,  香港,2019-05-23 09:57:11,https://weibo.cn/comment/Hvuo9ddF3,['低']
27,1,6310463353,  四川,2019-06-27 23:14:00,https://weibo.cn/comment/HATyWFdMb,['中']
31,1,5871589269,  福建 南平,2019-06-27 18:26:46,https://weibo.cn/comment/HARGmlRy7,['中']
126,1,1458441840,  北京,2019-06-24 20:18:50,https://weibo.cn/comment/HAq8mhj1k,['中']
369,32,6547050042,  其他,2019-06-15 17:08:04,https://weibo.cn/comment/Hz22slKz6,['中']
30,1,5538220689,  江苏,2019-06-28 08:31:48,https://weibo.cn/comment/HAXdmkR2u,['中']
37,1,5650801292,  其他,2019-06-04 14:38:17,https://weibo.cn/comment/HxlmchtdX,['中']
71,3,3277800653,  海外,2019-06-22 21:01:02,https://weibo.cn/comment/HA7yuyi16,['正常']
37,1,1355897414,  河南,2019-06-29 01:11:36,https://weibo.cn/comment/HB3LbaYFz,['中']
34,1,2494350215,  海外,2019-06-22 16:02:50,https://weibo.cn/comment/HA5BsemMS,['中']
