,view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit,comments,weibo_content,repost_num,thumbs_up,comment_num
0,74,1,5978812295,  北京,2019-07-26 14:43:06,https://weibo.cn/comment/HFfBYEBpd,['中'],['no comment accessible'],no access,no access,no access,no access
1,23,3,6805175458,  海外 英国,2019-07-25 20:26:32,https://weibo.cn/comment/HF8qSnk0w,['中'],['no comment accessible'],no access,no access,no access,no access
2,27,1,2184232104,  香港,2019-07-26 21:47:50,https://weibo.cn/comment/HFioneKsE,['正常'],['no comment accessible'],no access,no access,no access,no access
3,19,1,2767558427,  四川 成都,2019-07-24 13:16:15,https://weibo.cn/comment/HEWbJuVaB,['正常'],['no comment accessible'],no access,no access,no access,no access
4,35,1,5293292799,  浙江,2019-07-28 12:49:21,https://weibo.cn/comment/HFxINly0s,['中'],['no comment accessible'],no access,no access,no access,no access
5,29,2,1202586970,  北京,2019-07-26 07:33:07,https://weibo.cn/comment/HFcNruQff,['中'],['no comment accessible'],no access,no access,no access,no access
6,15,1,3045706314,  陕西,2019-07-30 13:36:17,https://weibo.cn/comment/HFQSQbiOu,['中'],['no comment accessible'],no access,no access,no access,no access
7,155,3,5662234502,  海外,None,nn,['正常'],['deleted'],deleted,deleted,deleted,deleted
8,24,3,6622625535,  天津,2019-07-30 13:46:44,https://weibo.cn/comment/HFQX57d9Z,['中'],['no comment accessible'],no access,no access,no access,no access
9,100,32,5692541220,  四川,2019-07-26 02:15:42,https://weibo.cn/comment/HFaIBrt2q,['中'],['no comment accessible'],no access,no access,no access,no access
10,41,1,6020737496,  陕西,None,nn,['中'],['deleted'],deleted,deleted,deleted,deleted
11,27,2,1760778834,  江苏 南京,None,nn,['中'],['deleted'],deleted,deleted,deleted,deleted
12,33,2,5733413903,  重庆,2019-08-01 23:06:25,https://weibo.cn/comment/I0g0Vtl7w,['中'],['no comment accessible'],no access,no access,no access,no access
13,108,1,5212268104,  海外,2019-08-06 08:26:19,https://weibo.cn/comment/I0Vobm7Ar,['中'],['no comment accessible'],no access,no access,no access,no access
14,203,1,5670766551,  北京,2019-08-01 17:30:10,https://weibo.cn/comment/I0dOrr1hU,['中'],['no comment accessible'],no access,no access,no access,no access
15,90,2,5711070913,  海外,2019-08-01 17:35:24,https://weibo.cn/comment/I0dQzdfhw,['中'],['no comment accessible'],no access,no access,no access,no access
16,206,2,6420767763,  河北,2019-08-05 07:43:28,https://weibo.cn/comment/I0LGi0nId,['中'],['no comment accessible'],no access,no access,no access,no access
17,52,1,3201509481,  北京,2019-08-06 12:50:53,https://weibo.cn/comment/I0X7za3w3,['中'],['no comment accessible'],no access,no access,no access,no access
18,62,2,2105980803,  江苏,2019-08-04 07:39:55,https://weibo.cn/comment/I0Cemc7zI,['中'],['no comment accessible'],no access,no access,no access,no access
19,21,1,5691272626,  湖北,2019-08-06 17:03:05,https://weibo.cn/comment/I0YLVEADD,['正常'],['no comment accessible'],no access,no access,no access,no access
