view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit
28,1,6493560420,  广东,2019-05-18 07:20:36,https://weibo.cn/comment/HuIe6g6NT,['中']
125,1,1110840514,  陕西,2019-05-25 00:15:30,https://weibo.cn/comment/HvJr1Dlpm,['中']
26,1,6018789450,  新疆,2019-05-18 16:41:17,https://weibo.cn/comment/HuLTGjj4b,['中']
32,1,2758431044,  河北,2019-05-17 08:12:27,https://weibo.cn/comment/Huz8EBK9y,['中']
27,1,5941485342,  江西,2019-05-18 00:05:37,https://weibo.cn/comment/HuFny4EaA,['中']
39,1,6164969407,  上海 黄浦区,2019-05-22 23:49:07,https://weibo.cn/comment/HvqpkeoHg,['中']
67,1,6589325642,  天津,2019-06-03 05:56:49,https://weibo.cn/comment/Hx8w2CZa5,['中']
44,1,1889763631,  湖南,2019-06-03 21:47:05,https://weibo.cn/comment/HxeJL7eAR,['中']
1353,19,5532084803,  香港,2019-06-03 14:08:54,https://weibo.cn/comment/HxbJM7DDK,['低']
48,2,2984094261,  四川,2019-06-05 15:40:15,https://weibo.cn/comment/HxvbQqsYH,['中']
39,1,5607494846,  北京,2019-06-04 14:17:10,https://weibo.cn/comment/HxldDknze,['中']
43,1,3856942632,  广东,2019-06-04 22:31:39,https://weibo.cn/comment/Hxosl2VcJ,['中']
42,1,5745805611,  河北,None,nn,['中']
76,1,6063043169,  北京,2019-06-04 11:14:03,https://weibo.cn/comment/Hxk1ivakC,['中']
385,13,1765507015,  广西,2019-06-05 22:34:29,https://weibo.cn/comment/HxxTZ95DD,['中']
48,7,5874715391,  安徽,2019-06-06 16:27:09,https://weibo.cn/comment/HxEVnuye7,['正常']
44,1,3892088104,  浙江,2019-06-07 01:43:03,https://weibo.cn/comment/HxIz1k2f2,['中']
51,1,3201509481,  北京,2019-04-17 07:35:40,https://weibo.cn/comment/Hq04Ou2Qb,['中']
40,1,2528716043,  新疆 乌鲁木齐,2019-05-30 22:52:29,https://weibo.cn/comment/HwDsjiKqc,['低']
47,3,5417502473,  浙江,2019-06-07 18:41:03,https://weibo.cn/comment/HxPeebi5X,['中']
