view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit
40,1,2709879574,  浙江,2019-03-15 22:03:42,https://weibo.cn/comment/Hl4EMhC5L,['中']
39,1,1233651521,  陕西 西安,2019-03-15 16:51:47,https://weibo.cn/comment/Hl2CavTch,['中']
44,1,5447523338,  北京 海淀区,2019-03-16 18:39:11,https://weibo.cn/comment/HlcKfFwbR,['中']
45,1,5369481371,  辽宁 沈阳,2019-03-15 20:48:06,https://weibo.cn/comment/Hl4a5jlux,['中']
45,2,1630373525,  浙江 台州,2019-03-16 22:43:45,https://weibo.cn/comment/Hlelx6qVv,['中']
54,1,5702772363,  安徽,2019-03-13 16:20:18,https://weibo.cn/comment/HkJyoCfRx,['中']
47,2,1955046543,  浙江,2019-03-16 06:21:53,https://weibo.cn/comment/Hl7UZ9raD,['中']
73,17,2178514797,  广东,2019-03-16 23:54:26,https://weibo.cn/comment/HleOdkfst,['中']
50,3,1765268724,  上海,2019-03-16 12:53:28,https://weibo.cn/comment/HlatVuLoj,['中']
68,13,2890882392,  浙江 衢州,2019-03-17 09:29:38,https://weibo.cn/comment/HlizGz6yD,['中']
50,2,5991070595,  北京 朝阳区,None,nn,['中']
59,3,1960260820,  安徽,2019-03-16 13:14:08,https://weibo.cn/comment/HlaCk9jeE,['中']
47,4,1334197803,  浙江,2019-03-16 18:15:39,https://weibo.cn/comment/HlcAHsOt6,['中']
49,2,3101350141,  甘肃 兰州,2019-03-17 16:20:26,https://weibo.cn/comment/HllgrhgOk,['中']
53,2,6451830273,  广东,2019-03-16 10:06:44,https://weibo.cn/comment/Hl9ofwBL6,['中']
53,2,3214806072,  北京,2019-03-12 12:55:18,https://weibo.cn/comment/HkyMGsMlR,['中']
50,2,6362348798,  福建,2019-03-17 14:52:45,https://weibo.cn/comment/HlkGQfm6n,['中']
54,2,6067640735,  河北 石家庄,2019-03-15 18:04:38,https://weibo.cn/comment/Hl35JqW3Z,['中']
59,2,1759201155,  北京,2019-03-17 15:45:53,https://weibo.cn/comment/Hll2plkEn,['中']
66,6,6167596975,  河北 保定,2019-03-16 17:01:06,https://weibo.cn/comment/Hlc6roVOn,['中']
