view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit
42,1,2054073325,  上海,2019-03-14 02:53:56,https://weibo.cn/comment/HkNHAgPDA,['中']
38,1,6588930177,  其他,2019-03-13 21:14:44,https://weibo.cn/comment/HkLtU5xs8,['中']
41,1,6410115372,  北京,2019-03-13 22:31:21,https://weibo.cn/comment/HkLZ0dsyE,['中']
40,1,1886661262,  广东 佛山,2019-03-13 10:21:33,https://weibo.cn/comment/HkHcLwzhH,['中']
46,1,1660547297,  其他,2019-03-14 00:03:57,https://weibo.cn/comment/HkMAAp8Rp,['中']
58,20,2269103954,  北京,None,nn,['中']
47,3,6718760795,  上海,None,nn,['中']
45,1,2660583220,  四川 成都,2019-03-13 19:27:26,https://weibo.cn/comment/HkKMlB9nn,['中']
44,1,2742255075,  海外 美国,None,nn,['中']
45,1,3826897128,  海外 加拿大,2019-03-13 00:14:19,https://weibo.cn/comment/HkDeiwMMv,['中']
52,3,5891258124,  其他,2019-03-14 12:39:59,https://weibo.cn/comment/HkRxsej63,['中']
68,1,6095591900,  河北,2019-03-14 11:57:20,https://weibo.cn/comment/HkRg9DHNG,['中']
44,1,6078562289,  湖北,2019-03-11 19:54:52,https://weibo.cn/comment/Hks6usPBg,['中']
50,3,6591860811,  北京,None,nn,['中']
33,1,2495405991,  广东,2019-03-14 09:15:22,https://weibo.cn/comment/HkQcpiXxD,['中']
37,2,2191668160,  浙江 丽水,2019-03-13 20:54:46,https://weibo.cn/comment/HkLlNuGql,['中']
36,1,6044063650,  广东 东莞,2019-03-14 12:57:16,https://weibo.cn/comment/HkREtvwGu,['中']
64,1,6443380703,  北京,None,nn,['中']
41,5,5471008138,  海外 日本,2019-03-14 10:26:59,https://weibo.cn/comment/HkQFtwyFs,['中']
35,1,5299240790,  江苏,2019-03-14 09:47:55,https://weibo.cn/comment/HkQpCqnd3,['中']
