view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit
64,1,1325414512,  北京,2019-05-04 13:45:59,https://weibo.cn/comment/HsCLzzIdU,['中']
89,2,1906451387,  其他,2019-05-04 09:13:52,https://weibo.cn/comment/HsAZ7fQG6,['中']
24,1,5803289898,  云南,2019-05-07 13:03:07,https://weibo.cn/comment/Ht4LFkKTe,['正常']
25,1,6375604731,  山东,2019-05-07 22:46:46,https://weibo.cn/comment/Ht8Azkury,['正常']
741,1,2920107417,  河北 唐山,2019-05-09 03:18:15,https://weibo.cn/comment/HtjNghriQ,['正常']
32,1,6227456105,  广东 深圳,2019-05-09 12:35:26,https://weibo.cn/comment/Htnrqx8tL,['正常']
22,1,5613983699,  北京 丰台区,2019-05-06 10:31:43,https://weibo.cn/comment/HsUlI4pkD,['正常']
25,1,1962222553,  北京 东城区,2019-05-06 19:48:11,https://weibo.cn/comment/HsXZAlYmo,['正常']
25,1,6060346828,  四川 成都,2019-05-07 21:04:22,https://weibo.cn/comment/Ht7V0n2JT,['正常']
20,1,5623693051,  河南 信阳,2019-05-07 22:09:57,https://weibo.cn/comment/Ht8lD1D1N,['正常']
21,1,6938684092,  其他,2019-05-06 20:00:35,https://weibo.cn/comment/HsY4D1aIb,['正常']
24,1,2674629107,  上海,2019-05-06 13:15:11,https://weibo.cn/comment/HsVq4vuHO,['低']
20,1,5974135546,  河北,2019-05-06 13:38:36,https://weibo.cn/comment/HsVzzpSyF,['正常']
19,1,5364770653,  安徽 合肥,2019-05-06 21:14:11,https://weibo.cn/comment/HsYyuvu46,['正常']
21,1,1926658903,  山东 青岛,2019-05-06 22:54:26,https://weibo.cn/comment/HsZdc3NBA,['正常']
24,1,5482299252,  山东 临沂,2019-05-07 08:40:18,https://weibo.cn/comment/Ht32ZCt3j,['正常']
20,1,3925873729,  北京 东城区,2019-05-08 06:37:59,https://weibo.cn/comment/HtbFQ1SkD,['正常']
24,1,5550622585,  山东,2019-05-06 13:56:13,https://weibo.cn/comment/HsVGJfOpN,['正常']
20,1,5107758620,  河北 保定,2019-05-08 07:07:57,https://weibo.cn/comment/HtbS07yln,['正常']
32,1,1566258797,  山东 烟台,2019-05-06 15:14:38,https://weibo.cn/comment/HsWcygHps,['正常']
