view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit
18,1,6139274861,  北京,2019-06-20 23:24:54,https://weibo.cn/comment/HzPDTy3Sh,['正常']
97,2,5071510318,  安徽,2019-06-19 20:37:03,https://weibo.cn/comment/HzF7gBdg4,['正常']
21,1,7097837101,  北京,None,nn,['中']
21,1,5749038044,  福建 福州,2019-06-18 01:48:38,https://weibo.cn/comment/HzoiKnKVs,['正常']
20,1,5724440591,  安徽 阜阳,2019-05-23 21:46:52,https://weibo.cn/comment/Hvz2crwyK,['正常']
55,1,3298621181,  其他,2019-06-18 11:24:27,https://weibo.cn/comment/Hzs4tiAjj,['中']
28,1,2156393955,  北京,2019-05-24 16:06:37,https://weibo.cn/comment/HvGeAuldl,['正常']
20,1,7030778000,  山西,2019-06-18 00:30:35,https://weibo.cn/comment/HznN4wsyG,['中']
20,1,6395287036,  其他,2019-05-24 22:24:57,https://weibo.cn/comment/HvII9xC0Q,['正常']
18,1,2510980482,  江苏,2019-05-25 11:33:27,https://weibo.cn/comment/HvNSd3NBD,['正常']
18,1,5393114285,  广东,2019-05-26 06:09:43,https://weibo.cn/comment/HvVbiAYzp,['中']
26,1,6384956581,  北京,2019-06-02 18:37:17,https://weibo.cn/comment/Hx44dk7YJ,['正常']
18,1,5709583217,  安徽 阜阳,2019-06-06 17:31:09,https://weibo.cn/comment/HxFlmgmMu,['正常']
19,1,5409722559,  湖北,2019-06-09 18:57:42,https://weibo.cn/comment/Hy8bYxDvi,['正常']
18,1,6405349175,  北京,2019-06-10 20:45:17,https://weibo.cn/comment/Hyik92XiV,['正常']
22,1,2111145965,  海外,None,nn,['正常']
132,7,1280463227,  香港,2019-06-18 16:02:59,https://weibo.cn/comment/HztTx0eX1,['中']
17,1,5394248433,  广东,2019-06-20 16:49:39,https://weibo.cn/comment/HzN3sDY3a,['中']
17,1,2513618930,  上海 宝山区,2019-06-20 19:54:05,https://weibo.cn/comment/HzOgki1xY,['正常']
19,1,1227897004,  河北 保定,2019-06-20 22:18:04,https://weibo.cn/comment/HzPcMaHpu,['正常']
