view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit
42,1,1285020581,  北京,2019-03-13 20:53:35,https://weibo.cn/comment/HkLljzOYu,['中']
149,10,5238128870,  浙江,2019-03-13 21:17:59,https://weibo.cn/comment/HkLveeSZ0,['中']
45,1,3170766712,  江苏,2019-03-13 23:43:26,https://weibo.cn/comment/HkMsgcUGI,['中']
44,3,2182944544,  浙江,2019-03-13 16:57:17,https://weibo.cn/comment/HkJNp96hb,['中']
37,1,5935540905,  北京,2019-03-13 22:41:39,https://weibo.cn/comment/HkM3bj1cY,['中']
53,38,1753122223,  北京 崇文区,2019-03-13 18:41:53,https://weibo.cn/comment/HkKtRo5HD,['中']
47,1,5966976750,  海外,2019-03-13 17:05:36,https://weibo.cn/comment/HkJQMn0hq,['中']
79,2,2027277435,  广东,2019-03-12 21:55:41,https://weibo.cn/comment/HkCk2c0tV,['中']
61,11,1743842495,  海外,2019-03-13 19:10:03,https://weibo.cn/comment/HkKFihlip,['正常']
55,1,5966976750,  海外,2019-03-13 17:07:20,https://weibo.cn/comment/HkJRu79Jg,['中']
41,1,5825099864,  其他,2019-03-13 19:40:24,https://weibo.cn/comment/HkKRC5A8c,['中']
43,1,2192708740,  湖南 长沙,2019-03-13 22:27:03,https://weibo.cn/comment/HkLXgiUXl,['中']
48,1,3636364711,  北京,2019-03-13 19:00:26,https://weibo.cn/comment/HkKBodbmq,['中']
41,1,1660267462,  浙江 温州,2019-03-13 17:44:53,https://weibo.cn/comment/HkK6J2pGT,['中']
42,1,1762517984,  广西,2019-03-13 22:05:29,https://weibo.cn/comment/HkLOvaAaS,['中']
44,2,1743885884,  上海 浦东新区,2019-03-13 15:37:09,https://weibo.cn/comment/HkJgSnIU4,['中']
58,38,2718300561,  湖北 武汉,2019-03-13 18:08:05,https://weibo.cn/comment/HkKg8Cmpq,['中']
38,1,2458152624,  海外,2019-03-13 22:14:47,https://weibo.cn/comment/HkLSheC4w,['中']
47,1,5768030278,  广东 东莞,2019-03-13 19:26:02,https://weibo.cn/comment/HkKLMnqk6,['中']
44,1,2402630630,  江苏 常州,2019-03-13 15:24:26,https://weibo.cn/comment/HkJbJ1tzD,['中']
