view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit
43,1,1861839857,  北京 朝阳区,2019-03-14 23:29:06,https://weibo.cn/comment/HkVMWyMbu,['中']
40,1,1936850317,  其他,2019-03-14 18:43:00,https://weibo.cn/comment/HkTUOjWyK,['中']
37,1,5886228955,  福建 厦门,2019-03-14 13:42:57,https://weibo.cn/comment/HkRX1iWGH,['中']
47,1,5106851187,  江西,2019-03-14 13:38:08,https://weibo.cn/comment/HkRV4bzac,['中']
38,1,6407216569,  北京,2019-03-14 14:00:07,https://weibo.cn/comment/HkS3ZhmHa,['中']
47,1,6819693315,  山西,2019-03-14 13:23:37,https://weibo.cn/comment/HkRPaBkTw,['中']
45,2,5737816275,  湖北,2019-03-15 12:58:30,https://weibo.cn/comment/Hl15toU6P,['中']
41,5,6006253983,  上海,2019-03-15 13:21:31,https://weibo.cn/comment/Hl1ePcrga,['中']
44,1,2078562107,  青海,2019-03-15 12:56:37,https://weibo.cn/comment/Hl14IaSwW,['中']
89,29,1884519404,  辽宁,2019-03-12 21:02:46,https://weibo.cn/comment/HkBYypcH9,['中']
58,4,2987504061,  广东,2019-03-16 10:29:07,https://weibo.cn/comment/Hl9xknFHo,['中']
42,2,3361116740,  陕西,2019-03-15 20:51:22,https://weibo.cn/comment/Hl4bq6eXA,['中']
46,1,1987918955,  天津,2019-03-15 23:42:53,https://weibo.cn/comment/Hl5j21DIj,['中']
42,3,3361116740,  陕西,2019-03-15 20:51:08,https://weibo.cn/comment/Hl4bjw2jG,['中']
75,3,1728445885,  海外 美国,2019-03-16 11:20:14,https://weibo.cn/comment/Hl9S5h0TF,['中']
9681,1,5255814135,  北京,2019-03-16 11:26:14,https://weibo.cn/comment/Hl9UwjFHL,['中']
40,1,6146097520,  辽宁,2019-03-16 06:40:17,https://weibo.cn/comment/Hl82ssuaU,['中']
39,1,3139839067,  山东 济南,2019-03-16 16:24:40,https://weibo.cn/comment/HlbREsy0H,['中']
39,1,6313761123,  四川 成都,2019-03-15 12:45:38,https://weibo.cn/comment/Hl10fwB5a,['中']
45,1,5929891776,  北京 海淀区,2019-03-15 15:21:21,https://weibo.cn/comment/Hl21skcg1,['中']
