view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit
14,1,1861144542,  山东,2019-05-18 03:34:29,https://weibo.cn/comment/HuGKjFN1V,['中']
27,1,2880924293,  山东,2019-05-18 05:59:28,https://weibo.cn/comment/HuHHa67cn,['中']
16,1,7137617943,  河南,2019-05-18 06:32:40,https://weibo.cn/comment/HuHUE4CFj,['中']
15,1,6741477837,  其他,2019-05-18 06:21:41,https://weibo.cn/comment/HuHQbt1FZ,['中']
14,1,2718844941,  山东,2019-05-18 05:59:15,https://weibo.cn/comment/HuHH5871X,['中']
15,1,1237717090,  陕西,2019-05-18 06:27:45,https://weibo.cn/comment/HuHSEg21m,['中']
15,1,3818864276,  上海,2019-05-15 20:11:19,https://weibo.cn/comment/HukZs8IrZ,['中']
17,1,6178988972,  陕西,2019-05-17 20:47:32,https://weibo.cn/comment/HuE58wBuW,['中']
17,1,2835325281,  辽宁,2019-05-18 08:13:16,https://weibo.cn/comment/HuIzty4Gl,['中']
16,1,3791768890,  重庆,2019-05-18 04:10:07,https://weibo.cn/comment/HuGYMbqAc,['中']
17,1,3180784267,  四川,2019-03-12 00:09:07,https://weibo.cn/comment/HktLH3YNx,['中']
15,1,1099182385,  河北,2019-05-18 04:52:26,https://weibo.cn/comment/HuHfXuhi8,['中']
16,1,2655667761,  安徽,2019-05-18 07:03:14,https://weibo.cn/comment/HuI73g4jl,['中']
15,1,6284010431,  吉林,2019-05-17 23:09:52,https://weibo.cn/comment/HuF0Ut8Tb,['中']
17,1,2912550121,  内蒙古,2019-05-18 00:07:00,https://weibo.cn/comment/HuFo6kIAN,['中']
19,1,6340862015,  湖北,2019-05-15 11:43:13,https://weibo.cn/comment/HuhFd2iJa,['中']
17,1,5991418928,  安徽,2019-03-30 00:41:20,https://weibo.cn/comment/HndFIii86,['中']
17,1,6092262391,  河北,2019-05-17 08:32:32,https://weibo.cn/comment/HuzgOcslN,['中']
17,1,2517020015,  山东,2019-05-17 21:02:52,https://weibo.cn/comment/HuEbms1hA,['中']
17,1,2768750942,  福建,2019-05-18 05:51:49,https://weibo.cn/comment/HuHE4mlKt,['中']
