view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit
142,1,5543568661,  湖南,None,nn,['中']
103,1,7064143688,  新疆,2019-04-05 00:58:44,https://weibo.cn/comment/Ho8lKps2T,['中']
88,1,3317906495,  山东,2019-04-26 22:06:02,https://weibo.cn/comment/HrsCztsNO,['正常']
86,2,6431948680,  北京,2019-04-22 14:52:07,https://weibo.cn/comment/HqO4suqSu,['中']
92,1,3043540167,  其他,2019-04-27 12:03:36,https://weibo.cn/comment/Hry6xxntm,['中']
78,1,5911987522,  辽宁,2019-04-26 08:10:47,https://weibo.cn/comment/Hrn9xEQ8I,['中']
95,1,6268548372,  北京,2019-04-24 20:54:02,https://weibo.cn/comment/Hr9im99ew,['正常']
89,1,3841033240,  北京,2019-04-25 21:52:00,https://weibo.cn/comment/Hrj6nyth6,['中']
147,1,5909170908,  其他,2019-04-24 22:18:59,https://weibo.cn/comment/Hr9QQ3ni3,['正常']
90,3,6078562289,  湖北,2019-04-24 21:53:58,https://weibo.cn/comment/Hr9GGkqMW,['中']
105,2,6599651518,  北京,2019-04-26 10:06:17,https://weibo.cn/comment/HrnUqtJjj,['正常']
805,1,1803570001,  浙江 杭州,2019-04-29 02:17:20,https://weibo.cn/comment/HrN7zkmqg,['中']
37,3,2689141075,  北京,None,nn,['中']
198,2,5470366312,  其他,None,nn,['正常']
435,1,5056768398,  其他,2019-03-28 15:30:32,https://weibo.cn/comment/Hn0DEeAyC,['中']
27,1,1764810365,  浙江 杭州,2019-05-04 11:03:07,https://weibo.cn/comment/HsBHtaiu1,['正常']
34,1,1861537062,  江西,2019-05-04 17:20:17,https://weibo.cn/comment/HsEazbHmd,['中']
38,1,3722295433,  天津 武清区,2019-05-04 23:08:52,https://weibo.cn/comment/HsGs3dLOS,['正常']
2454,375,7048422603,  安徽,None,nn,['中']
32,1,6092000072,  其他,2019-05-05 18:09:29,https://weibo.cn/comment/HsNV1zLIy,['正常']
