view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit
46,1,1293758223,  北京 东城区,2019-03-13 15:56:49,https://weibo.cn/comment/HkJoRjToe,['中']
44,1,5825099864,  其他,2019-03-13 19:44:29,https://weibo.cn/comment/HkKTgBKm3,['中']
227,3,5597100240,  北京 朝阳区,2019-03-14 10:05:40,https://weibo.cn/comment/HkQwPc7TW,['中']
48,2,7010208611,  四川,None,nn,['中']
39,1,2141533722,  福建 厦门,2019-03-14 07:48:38,https://weibo.cn/comment/HkPDcwhRt,['中']
40,4,5913955212,  其他,None,nn,['中']
39,1,3948180503,  安徽 合肥,2019-03-14 10:01:33,https://weibo.cn/comment/HkQv9u3lS,['中']
40,1,6874982571,  山东,2019-03-14 10:28:02,https://weibo.cn/comment/HkQFU9ynJ,['中']
40,2,1403418835,  天津,2019-03-14 13:51:19,https://weibo.cn/comment/HkS0qhmKs,['中']
40,2,1736049753,  河北 沧州,2019-03-14 10:10:19,https://weibo.cn/comment/HkQyIcT6P,['中']
42,1,5414792460,  海外 新加坡,2019-03-12 20:36:38,https://weibo.cn/comment/HkBNWFUrQ,['中']
39,1,1403418835,  天津,2019-03-14 14:07:08,https://weibo.cn/comment/HkS6Q3jcM,['中']
47,1,1640346062,  湖南 长沙,2019-03-14 14:23:14,https://weibo.cn/comment/HkSdn7UUL,['中']
44,5,5380183346,  上海,2019-03-14 14:53:25,https://weibo.cn/comment/HkSpCuQIc,['中']
47,1,2967697822,  安徽,2019-03-13 21:06:15,https://weibo.cn/comment/HkLqsr0xu,['中']
49,1,5782828283,  山东 济南,2019-03-14 15:34:49,https://weibo.cn/comment/HkSGqoBgu,['中']
130,1,5545468944,  安徽 芜湖,2019-03-14 16:38:52,https://weibo.cn/comment/HkT6qjd3Z,['中']
42,1,5545468944,  安徽 芜湖,2019-03-14 16:38:52,https://weibo.cn/comment/HkT6qjd3Z,['中']
51,1,5724261653,  其他,2019-03-14 01:51:09,https://weibo.cn/comment/HkNi5CV9o,['中']
88,11,2442365680,  海外 阿根廷,2019-03-14 12:55:23,https://weibo.cn/comment/HkRDIfFpY,['中']
