view_num,inform_num,reported_id,reported_address,post_time,link_to_post,reported_credit
570,6,1670116584,  北京,2019-02-14 08:01:54,https://weibo.cn/comment/HgzKGriMQ,['中']
79,1,1469800171,  海外,2019-02-18 15:57:12,https://weibo.cn/comment/HhezB0cVk,['中']
73,1,6479053010,  浙江,2019-02-18 10:08:33,https://weibo.cn/comment/Hhci4FtwB,['中']
75,1,6268123187,  其他,None,nn,['正常']
69,2,5417595336,  北京 西城区,2019-02-20 15:30:51,https://weibo.cn/comment/HhxfTCeXO,['正常']
62,1,1977890431,  江苏,2019-02-22 07:51:45,https://weibo.cn/comment/HhN6xkFjN,['中']
184,3,6526960693,  其他,2019-02-16 22:45:26,https://weibo.cn/comment/HgYoj0GOs,['正常']
62,1,1989170453,  广东,2019-02-21 18:06:31,https://weibo.cn/comment/HhHHzxvXv,['中']
99,2,5973696191,  广东,2019-02-07 18:01:07,https://weibo.cn/comment/HfzGqCAeT,['中']
68,1,5547568925,  安徽 合肥,2019-02-25 17:30:48,https://weibo.cn/comment/Hijb42SP1,['正常']
419,3,1906856481,  北京,2019-02-17 21:39:19,https://weibo.cn/comment/Hh7nYelZk,['中']
271,1,2754693685,  其他,2019-02-25 23:46:21,https://weibo.cn/comment/HilDursal,['中']
122,1,1987681785,  上海 徐汇区,2019-03-01 22:14:57,https://weibo.cn/comment/HiWKo5iUK,['正常']
76,1,6535644329,  广东 东莞,None,nn,['中']
119,1,1626708571,  北京,2019-03-04 14:47:27,https://weibo.cn/comment/Hjm6ev2dR,['中']
64,3,2628811314,  四川,2019-03-07 20:29:31,https://weibo.cn/comment/HjQCzkCaj,['中']
83,5,1368961974,  北京 东城区,2019-03-08 18:23:47,https://weibo.cn/comment/HjZe24D3R,['中']
96,1,6067338426,  河北,None,nn,['中']
74,1,6583201190,  其他,None,nn,['中']
69,1,2949913420,  安徽,2019-03-08 20:27:43,https://weibo.cn/comment/Hk02l23rc,['中']
